platform,title,url,budget_min,budget_max,budget_currency,budget_type,skills,category,posted_date,full_description,description_snippet,seller_level
Fiverr.com,اعادة تصميم هوية  لحساب لينكد ان,https://www.fiverr.com/search/gigs?query=%D8%A7%D8%B9%D8%A7%D8%AF%D8%A9+%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%87%D9%88%D9%8A%D8%A9++%D9%84%D8%AD%D8%B3%D8%A7%D8%A8+%D9%84%D9%8A%D9%86%D9%83%D8%AF+%D8%A7%D9%86,,,USD,unknown,Brand Identity | Graphic Design,,2026-05-06 20:40:23,أمتلك حساب LinkedIn Premium شخصياً، لكني أعاني من ضعف التفاعل على منشوراتي وقلة مشاهدات الملف رغم جودة المحتوى التقني لدي وعدد المتابعين. أعتقد أن المشكلة تكمن في الهوية البصرية والكتابية للحساب (الصورة الشخصية، الخلفية، العنوان، نبذة الملف، إستراتيجية المنشورات، التوقيت، الهاشتاقات، الدعوات للتفاعل).,,Top Rated Seller
Fiverr.com,هوية تجارية لمشروع ملابس,https://www.fiverr.com/search/gigs?query=%D9%87%D9%88%D9%8A%D8%A9+%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9+%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9+%D9%85%D9%84%D8%A7%D8%A8%D8%B3,,,USD,unknown,Brand Identity,,2026-05-06 20:35:26,هوية تجارية لمشروع ملابس الهوية جاهزة بس تحتاج تعديل على القياسات,,Level 2 Seller
Fiverr.com,إعداد ملف Word وعرض PowerPoint احترافي,https://www.fiverr.com/search/gigs?query=%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF+%D9%85%D9%84%D9%81+Word+%D9%88%D8%B9%D8%B1%D8%B6+PowerPoint+%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A,,,USD,unknown,Graphic Design,,2026-05-06 20:16:01,أبحث عن  محترف لإعداد ملف Word وعرض تقديمي (PowerPoint) بشكل احترافي، بحيث يتضمن المشروع محتوى نصي منظم وتصميم بصري جذاب باستخدام الصور والعناصر التوضيحية.المطلوب هو تحويل فكرة أو محتوى مبدئي إلى مخرجات نهائية عالية الجودة، مناسبة للاستخدام الرسمي أو العروض التقديمية.,,Level 2 Seller
Fiverr.com,إعدادات تحتية وسيرفر vps لمختبرات إختبار إختراق security lab setup,https://www.fiverr.com/search/gigs?query=%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF%D8%A7%D8%AA+%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9+%D9%88%D8%B3%D9%8A%D8%B1%D9%81%D8%B1+vps+%D9%84%D9%85%D8%AE%D8%AA%D8%A8%D8%B1%D8%A7%D8%AA+%D8%A5%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1+%D8%A5%D8%AE%D8%AA%D8%B1%D8%A7%D9%82+security+lab+setup,,,USD,unknown,Freelance Services,,2026-05-06 19:46:22,تفاصيل المواصفات الفنية (Hardware Specs):,,Level 1 Seller
Fiverr.com,مطلوب خبير إدارة حملات إعلانية,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B7%D9%84%D9%88%D8%A8+%D8%AE%D8%A8%D9%8A%D8%B1+%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9+%D8%AD%D9%85%D9%84%D8%A7%D8%AA+%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A%D8%A9,,,USD,unknown,Project Management,,2026-05-06 19:42:59,مطلوب Media Buyer محترف لإدارة الحملات الإعلانية لمتجر إلكتروني متخصص بالعبايات في الخليج.,,Level 2 Seller
Fiverr.com,خدمة عملاء وادارة حسابات,https://www.fiverr.com/search/gigs?query=%D8%AE%D8%AF%D9%85%D8%A9+%D8%B9%D9%85%D9%84%D8%A7%D8%A1+%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A9+%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA,,,USD,unknown,Accounting,,2026-05-06 19:18:48,السلام عليكم ورحمه الله وبركاته,,Level 2 Seller
Fiverr.com,شركه عقارية تحتاج تنظيم العمل المالي والاداري,https://www.fiverr.com/search/gigs?query=%D8%B4%D8%B1%D9%83%D9%87+%D8%B9%D9%82%D8%A7%D8%B1%D9%8A%D8%A9+%D8%AA%D8%AD%D8%AA%D8%A7%D8%AC+%D8%AA%D9%86%D8%B8%D9%8A%D9%85+%D8%A7%D9%84%D8%B9%D9%85%D9%84+%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A+%D9%88%D8%A7%D9%84%D8%A7%D8%AF%D8%A7%D8%B1%D9%8A,,,USD,unknown,Virtual Assistant,,2026-05-06 19:15:08,شركه عقارية تحتاج أخصائي مالي وإداري ينظم الفواتير الشرائية وفواتير الايجارات وتصدير الفواتير الايجارية ورفع الضريبة كل ربع يعني أعمال إدارية ومالية وتنظيمية لعملنا ومساعد شخصي لأي عمل إلكتروني وشكرا,,New Seller
Fiverr.com,موقع الكتروني,https://www.fiverr.com/search/gigs?query=%D9%85%D9%88%D9%82%D8%B9+%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,,,USD,unknown,Web Development,,2026-05-06 19:12:17,السلام عليكم ورحمة الله وبركاته,,Top Rated Seller
Fiverr.com,برنامج صيانة معدات,https://www.fiverr.com/search/gigs?query=%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC+%D8%B5%D9%8A%D8%A7%D9%86%D8%A9+%D9%85%D8%B9%D8%AF%D8%A7%D8%AA,,,USD,unknown,Freelance Services,,2026-05-06 19:11:26,بسم الله الرحمن الرحيم,,Level 1 Seller
Fiverr.com,تصميم مقطع صوتي,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%85%D9%82%D8%B7%D8%B9+%D8%B5%D9%88%D8%AA%D9%8A,,,USD,unknown,Graphic Design,,2026-05-06 18:36:07,احتاج مقطع صوتي,,Level 1 Seller
Fiverr.com,المساعدة الفنية في التعديل علي تصميم دائرة الكترونية,https://www.fiverr.com/search/gigs?query=%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9+%D8%A7%D9%84%D9%81%D9%86%D9%8A%D8%A9+%D9%81%D9%8A+%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84+%D8%B9%D9%84%D9%8A+%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D8%AF%D8%A7%D8%A6%D8%B1%D8%A9+%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9,,,USD,unknown,Graphic Design | Virtual Assistant,,2026-05-06 18:34:54,لدي تصميم دائرة الكترونية بها عطل واريد استشارة مهندس الكترونيات عن سبب العطل,,Top Rated Seller
Fiverr.com,تحريك صورة 360 درجة,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%AD%D8%B1%D9%8A%D9%83+%D8%B5%D9%88%D8%B1%D8%A9+360+%D8%AF%D8%B1%D8%AC%D8%A9,,,USD,unknown,Graphic Design | Video Editing,,2026-05-06 18:19:45,احتاج فيديو يكون تحريك الكاميره بشكل ٣٦٠ درجه للتصميم بحيث يكون عرض للتصميم بشكل انيق واحترافي,,New Seller
Fiverr.com,تسويق إلكتروني ومبيعات - سوشيال ميديا,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B3%D9%88%D9%8A%D9%82+%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A+%D9%88%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA+-+%D8%B3%D9%88%D8%B4%D9%8A%D8%A7%D9%84+%D9%85%D9%8A%D8%AF%D9%8A%D8%A7,,,USD,unknown,Digital Marketing,,2026-05-06 18:12:51,العمل بيكون نقل أعضاء من قروبات مستهدفة إلى قروبات أخرى,,New Seller
Fiverr.com,عمل بروفايل وهوية للمؤسسة,https://www.fiverr.com/search/gigs?query=%D8%B9%D9%85%D9%84+%D8%A8%D8%B1%D9%88%D9%81%D8%A7%D9%8A%D9%84+%D9%88%D9%87%D9%88%D9%8A%D8%A9+%D9%84%D9%84%D9%85%D8%A4%D8%B3%D8%B3%D8%A9,,,USD,unknown,Brand Identity,,2026-05-06 18:07:53,مؤسسة تجارية تعمل في بيع مواد السباكة والكهرباء ومواد البناء جملة وتجزئه,,New Seller
Fiverr.com,فيديو موشن جرافيك,https://www.fiverr.com/search/gigs?query=%D9%81%D9%8A%D8%AF%D9%8A%D9%88+%D9%85%D9%88%D8%B4%D9%86+%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83,,,USD,unknown,Video Editing,,2026-05-06 17:32:14,السلام عليكم,,New Seller
Fiverr.com,تنفيذ موقع إلكتروني شركة في الأثاث,https://www.fiverr.com/search/gigs?query=%D8%AA%D9%86%D9%81%D9%8A%D8%B0+%D9%85%D9%88%D9%82%D8%B9+%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A+%D8%B4%D8%B1%D9%83%D8%A9+%D9%81%D9%8A+%D8%A7%D9%84%D8%A3%D8%AB%D8%A7%D8%AB,,,USD,unknown,Graphic Design | Mobile App | Web Development,,2026-05-06 17:26:36,إعلان تنفيذ موقع إلكتروني – تطبيق تصميم جاهز,,Level 2 Seller
Fiverr.com,شرح وتسجيل دروس رياضيات للصف الثاني متوسط الفصل الدراسي الثاني 1447 هـ منهج السعوديه,https://www.fiverr.com/search/gigs?query=%D8%B4%D8%B1%D8%AD+%D9%88%D8%AA%D8%B3%D8%AC%D9%8A%D9%84+%D8%AF%D8%B1%D9%88%D8%B3+%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA+%D9%84%D9%84%D8%B5%D9%81+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A+%D9%85%D8%AA%D9%88%D8%B3%D8%B7+%D8%A7%D9%84%D9%81%D8%B5%D9%84+%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D9%8A+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A+1447+%D9%87%D9%80+%D9%85%D9%86%D9%87%D8%AC+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D9%87,,,USD,unknown,Freelance Services,,2026-05-06 17:07:54,عندي ملخص مكون من 54 صفحه,,Top Rated Seller
Fiverr.com,تصميم فيلا زراعية,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%81%D9%8A%D9%84%D8%A7+%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%A9,,,USD,unknown,Graphic Design,,2026-05-06 17:01:38,فيلا مكونه من دورين,,Top Rated Seller
Fiverr.com,مطور Full-Stack لبناء محرك بث مباشر وترجمة AI نظام 33 معرفاً وبرمجة Kiosk Mode,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B7%D9%88%D8%B1+Full-Stack+%D9%84%D8%A8%D9%86%D8%A7%D8%A1+%D9%85%D8%AD%D8%B1%D9%83+%D8%A8%D8%AB+%D9%85%D8%A8%D8%A7%D8%B4%D8%B1+%D9%88%D8%AA%D8%B1%D8%AC%D9%85%D8%A9+AI+%D9%86%D8%B8%D8%A7%D9%85+33+%D9%85%D8%B9%D8%B1%D9%81%D8%A7%D9%8B+%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9+Kiosk+Mode,,,USD,unknown,Ai | Graphic Design | Ios | Software Development | Translation | Wordpress,,2026-05-06 16:51:14,نبحث عن مطور أنظمة متمكن لتنفيذ محرك تشغيلي متكامل لمنصة معرض افتراضي قائمة على WordPress. المشروع ليس تصميم واجهات، بل هو بناء العقل البرمجي وربطه بواجهة (Kiosk Mode) للعمل ميدانياً عبر Mini PC.,,Level 1 Seller
Fiverr.com,نقل دومين وموقع وإيميلات Google Workspace باحترافية,https://www.fiverr.com/search/gigs?query=%D9%86%D9%82%D9%84+%D8%AF%D9%88%D9%85%D9%8A%D9%86+%D9%88%D9%85%D9%88%D9%82%D8%B9+%D9%88%D8%A5%D9%8A%D9%85%D9%8A%D9%84%D8%A7%D8%AA+Google+Workspace+%D8%A8%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9,,,USD,unknown,Web Development,,2026-05-06 16:24:21,لدينا شركة تعمل منذ عدة سنوات وتعتمد بشكل أساسي على:,,Level 2 Seller
Fiverr.com,تصميم داخلي وتخطيط معماري لتوسعة شقة (نظام مفتوح) مع معالجة أعمدة إنشائية,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D8%AF%D8%A7%D8%AE%D9%84%D9%8A+%D9%88%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7+%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A+%D9%84%D8%AA%D9%88%D8%B3%D8%B9%D8%A9+%D8%B4%D9%82%D8%A9+%28%D9%86%D8%B8%D8%A7%D9%85+%D9%85%D9%81%D8%AA%D9%88%D8%AD%29+%D9%85%D8%B9+%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9+%D8%A3%D8%B9%D9%85%D8%AF%D8%A9+%D8%A5%D9%86%D8%B4%D8%A7%D8%A6%D9%8A%D8%A9,,,USD,unknown,Graphic Design,,2026-05-06 16:23:01,السلام عليكم ورحمة الله وبركاته،,,Top Rated Seller
Fiverr.com,تصميم داخلي ل فيلا 3ds max,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D8%AF%D8%A7%D8%AE%D9%84%D9%8A+%D9%84+%D9%81%D9%8A%D9%84%D8%A7+3ds+max,,,USD,unknown,3Ds Max | Graphic Design,,2026-05-06 16:20:34,تصميم داخلي ل فيلا 240 متر 3 ادوار,,Level 2 Seller
Fiverr.com,إنشاء حسابات مطور ورفع تطبيق IPTV على Google Play و Apple App Store,https://www.fiverr.com/search/gigs?query=%D8%A5%D9%86%D8%B4%D8%A7%D8%A1+%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA+%D9%85%D8%B7%D9%88%D8%B1+%D9%88%D8%B1%D9%81%D8%B9+%D8%AA%D8%B7%D8%A8%D9%8A%D9%82+IPTV+%D8%B9%D9%84%D9%89+Google+Play+%D9%88+Apple+App+Store,,,USD,unknown,Accounting | Mobile App,,2026-05-06 16:18:48,وصف المشروع:,,Top Rated Seller
Fiverr.com,مطلوب Creative Editor متخصص في محتوى إعلانات,https://www.fiverr.com/search/gigs?query=%D9%85%D8%B7%D9%84%D9%88%D8%A8+Creative+Editor+%D9%85%D8%AA%D8%AE%D8%B5%D8%B5+%D9%81%D9%8A+%D9%85%D8%AD%D8%AA%D9%88%D9%89+%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA,,,USD,unknown,Freelance Services,,2026-05-06 16:07:29,مطلوب Creative Editor متخصص في محتوى إعلانات,,Top Rated Seller
Fiverr.com,مندوب مبيعات B2B عبر واتساب,https://www.fiverr.com/search/gigs?query=%D9%85%D9%86%D8%AF%D9%88%D8%A8+%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA+B2B+%D8%B9%D8%A8%D8%B1+%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8,,,USD,unknown,Freelance Services,,2026-05-06 16:05:41,نبحث عن مندوب مبيعات محترف للعمل بنظام B2B، للتواصل مع الشركات المستهدفة عبر الواتساب بهدف عرض خدمات شركتنا وتحقيق تعاقدات فعلية.,,Level 1 Seller
Fiverr.com,إنشاء موديل ذكاء اصطناعي للكشف عن السرطان باستخدام Deep Learning,https://www.fiverr.com/search/gigs?query=%D8%A5%D9%86%D8%B4%D8%A7%D8%A1+%D9%85%D9%88%D8%AF%D9%8A%D9%84+%D8%B0%D9%83%D8%A7%D8%A1+%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A+%D9%84%D9%84%D9%83%D8%B4%D9%81+%D8%B9%D9%86+%D8%A7%D9%84%D8%B3%D8%B1%D8%B7%D8%A7%D9%86+%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85+Deep+Learning,,,USD,unknown,Artificial Intelligence | Data Analysis | Deep Learning,,2026-05-06 16:02:46,أرغب في التعاون مع مستقل متخصص في الذكاء الاصطناعي وتعلم الآلة لإنشاء موديل قادر على الكشف عن السرطان من خلال صور طبية أو بيانات طبية باستخدام تقنيات Deep Learning,,Level 1 Seller
Fiverr.com,تصاميم جذابة للمنتجات وللمناسبات,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85+%D8%AC%D8%B0%D8%A7%D8%A8%D8%A9+%D9%84%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA+%D9%88%D9%84%D9%84%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA,,,USD,unknown,Freelance Services,,2026-05-06 16:02:19,شركة هدايا مارية ونهى,,Top Rated Seller
Fiverr.com,بناء كتاب رياضيات (وليس تصميم صفحات عشوائية),https://www.fiverr.com/search/gigs?query=%D8%A8%D9%86%D8%A7%D8%A1+%D9%83%D8%AA%D8%A7%D8%A8+%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A7%D8%AA+%28%D9%88%D9%84%D9%8A%D8%B3+%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D8%B5%D9%81%D8%AD%D8%A7%D8%AA+%D8%B9%D8%B4%D9%88%D8%A7%D8%A6%D9%8A%D8%A9%29,,,USD,unknown,Graphic Design,,2026-05-06 15:52:34,أبحث عن شخص محترف لبناء Design System + Template لكتاب قدرات (وليس تصميم صفحات عشوائية).,,Level 1 Seller
Fiverr.com,تصميم قطعة أرض لبناء منزل,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%82%D8%B7%D8%B9%D8%A9+%D8%A3%D8%B1%D8%B6+%D9%84%D8%A8%D9%86%D8%A7%D8%A1+%D9%85%D9%86%D8%B2%D9%84,,,USD,unknown,Graphic Design,,2026-05-06 15:40:48,لدى قطعة أرض أريد تصميم منزل,,Top Rated Seller
Fiverr.com,تصميم فيديو إعلاني,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%81%D9%8A%D8%AF%D9%8A%D9%88+%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D9%8A,,,USD,unknown,Graphic Design | Video Editing,,2026-05-06 15:24:24,فيديو إعلاني موشن جرافيك لفرقة موسيقية المدة من 15 الى 25 -30 ثانية,,Top Rated Seller
Fiverr.com,نبحث عن Finance & Business Performance Freelancer,https://www.fiverr.com/search/gigs?query=%D9%86%D8%A8%D8%AD%D8%AB+%D8%B9%D9%86+Finance+%26+Business+Performance+Freelancer,,,USD,unknown,Data Analysis,,2026-05-06 15:10:35,نحتاج شخص قوي في المالية والتحليل يساعدني في بناء نظام Finance Monitoring احترافي لمشروع تجاري.,,Top Rated Seller
Fiverr.com,إدارة حملات تسويقية لمشروع وساطة تمويلية,https://www.fiverr.com/search/gigs?query=%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9+%D8%AD%D9%85%D9%84%D8%A7%D8%AA+%D8%AA%D8%B3%D9%88%D9%8A%D9%82%D9%8A%D8%A9+%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9+%D9%88%D8%B3%D8%A7%D8%B7%D8%A9+%D8%AA%D9%85%D9%88%D9%8A%D9%84%D9%8A%D8%A9,,,USD,unknown,Digital Marketing | Project Management,,2026-05-06 15:07:46,السلام عليكم،,,Level 2 Seller
Fiverr.com,مراجعة اتفاقية الاستشارات الهندسية (مشروع رعاية صحية),https://www.fiverr.com/search/gigs?query=%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9+%D8%A7%D8%AA%D9%81%D8%A7%D9%82%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9+%28%D9%85%D8%B4%D8%B1%D9%88%D8%B9+%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9+%D8%B5%D8%AD%D9%8A%D8%A9%29,,,USD,unknown,Freelance Services,,2026-05-06 15:05:15,:,,New Seller
Fiverr.com,كوتش (Coach) لمتابعة ودعم طلاب دورة eBay - بنظام المتابعة الشخصية,https://www.fiverr.com/search/gigs?query=%D9%83%D9%88%D8%AA%D8%B4+%28Coach%29+%D9%84%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9+%D9%88%D8%AF%D8%B9%D9%85+%D8%B7%D9%84%D8%A7%D8%A8+%D8%AF%D9%88%D8%B1%D8%A9+eBay+-+%D8%A8%D9%86%D8%B8%D8%A7%D9%85+%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9+%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9,,,USD,unknown,Video Editing,,2026-05-06 14:42:42,نحن بصدد إطلاق دورة تدريبية مسجلة في مجال التجارة الإلكترونية عبر منصة eBay. الدورة تعتمد على التعلم الذاتي عبر الفيديوهات، ونبحث عن كوتش خبير ومتمكن ليكون المرجع الأساسي للطلاب عند الحاجة للدعم المباشر.,,Top Rated Seller
Fiverr.com,تطبيق للموقع الإلكتروني في سلة,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B7%D8%A8%D9%8A%D9%82+%D9%84%D9%84%D9%85%D9%88%D9%82%D8%B9+%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A+%D9%81%D9%8A+%D8%B3%D9%84%D8%A9,,,USD,unknown,Mobile App | Web Development,,2026-05-06 14:20:25,السلام عليكم ورحمة الله وبركاته,,New Seller
Fiverr.com,فتح بريد إلكتروني أعمال,https://www.fiverr.com/search/gigs?query=%D9%81%D8%AA%D8%AD+%D8%A8%D8%B1%D9%8A%D8%AF+%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A+%D8%A3%D8%B9%D9%85%D8%A7%D9%84,,,USD,unknown,Freelance Services,,2026-05-06 14:07:13,السلام عليكم,,Level 2 Seller
Fiverr.com,توثيق عدد 4 صفحات فيسبوك,https://www.fiverr.com/search/gigs?query=%D8%AA%D9%88%D8%AB%D9%8A%D9%82+%D8%B9%D8%AF%D8%AF+4+%D8%B5%D9%81%D8%AD%D8%A7%D8%AA+%D9%81%D9%8A%D8%B3%D8%A8%D9%88%D9%83,,,USD,unknown,Freelance Services,,2026-05-06 13:57:18,محتاج مستقل يوثق لي عدد 4 صفحات فيسبوك,,Level 1 Seller
Fiverr.com,تسويق لشركة حلول دفع أمريكية,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B3%D9%88%D9%8A%D9%82+%D9%84%D8%B4%D8%B1%D9%83%D8%A9+%D8%AD%D9%84%D9%88%D9%84+%D8%AF%D9%81%D8%B9+%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9,,,USD,unknown,Digital Marketing,,2026-05-06 13:30:36,السلام عليكم ورحمه الله وبركاته,,Level 2 Seller
Fiverr.com,عمل موقع تعريفي لوكالة خدمات تقنيه وتسويقي رقمي,https://www.fiverr.com/search/gigs?query=%D8%B9%D9%85%D9%84+%D9%85%D9%88%D9%82%D8%B9+%D8%AA%D8%B9%D8%B1%D9%8A%D9%81%D9%8A+%D9%84%D9%88%D9%83%D8%A7%D9%84%D8%A9+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%AA%D9%82%D9%86%D9%8A%D9%87+%D9%88%D8%AA%D8%B3%D9%88%D9%8A%D9%82%D9%8A+%D8%B1%D9%82%D9%85%D9%8A,,,USD,unknown,Digital Marketing | Web Development,,2026-05-06 13:26:14,عمل موقع تعريفي ورد بريس لوكالة خدمات مختصة بالماركتنج والــ IT  عربي وانجليزي,,Level 1 Seller
Fiverr.com,تصميم لوجو,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85+%D9%84%D9%88%D8%AC%D9%88,,,USD,unknown,Brand Identity | Graphic Design,,2026-05-06 13:23:50,مطلوب تصميم لوجو - هوية بصرية براند ايدنتتي لوكاله موسيقية تهتم باكتشاف المواهب في مجال الموسيقى,,New Seller
Fiverr.com,مخططات تنفيذية لطابق في فيلا,https://www.fiverr.com/search/gigs?query=%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA+%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9+%D9%84%D8%B7%D8%A7%D8%A8%D9%82+%D9%81%D9%8A+%D9%81%D9%8A%D9%84%D8%A7,,,USD,unknown,Freelance Services,,2026-05-06 13:20:59,لدي طابق بصيغة skp (سكتش اب ) احتاج لها مخططات تنفيذية مساقط وواجهات داخلية لكل فراغ على حدى .,,Top Rated Seller
Fiverr.com,إنشاء صفحة في ويكيبيديا,https://www.fiverr.com/search/gigs?query=%D8%A5%D9%86%D8%B4%D8%A7%D8%A1+%D8%B5%D9%81%D8%AD%D8%A9+%D9%81%D9%8A+%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7,,,USD,unknown,Freelance Services,,2026-05-06 12:55:54,عمل صفحة تعريفية لمخرج ومنتج سينمائي,,Level 2 Seller
Fiverr.com,صناعة فيديو احترافي شبه حقيقي,https://www.fiverr.com/search/gigs?query=%D8%B5%D9%86%D8%A7%D8%B9%D8%A9+%D9%81%D9%8A%D8%AF%D9%8A%D9%88+%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A+%D8%B4%D8%A8%D9%87+%D8%AD%D9%82%D9%8A%D9%82%D9%8A,,,USD,unknown,Digital Marketing | Video Editing | Web Development,,2026-05-06 12:48:41,فيديو تسويقي يتكلم عن المعاناة قبل وجود موقعي وعند استخدامه حلت مشكلته وارتاح من التعقيد الفيديو لابد يكون تسويقي فيديو وصوت مع شرح المشكلة وحلها على ان يكون مصمم لقوقل ادس وتيك توك ايضا بصيغتين لمدة ٢٠ ثانية,,Level 1 Seller
Fiverr.com,أتمتة رسائل التذكير على الواتساب,https://www.fiverr.com/search/gigs?query=%D8%A3%D8%AA%D9%85%D8%AA%D8%A9+%D8%B1%D8%B3%D8%A7%D8%A6%D9%84+%D8%A7%D9%84%D8%AA%D8%B0%D9%83%D9%8A%D8%B1+%D8%B9%D9%84%D9%89+%D8%A7%D9%84%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8,,,USD,unknown,Automation,,2026-05-06 12:47:54,السلام عليكم،,,Level 1 Seller
Fiverr.com,ترجمة عرض تقديمي,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B1%D8%AC%D9%85%D8%A9+%D8%B9%D8%B1%D8%B6+%D8%AA%D9%82%D8%AF%D9%8A%D9%85%D9%8A,,,USD,unknown,Graphic Design | Translation,,2026-05-06 12:45:57,عندي عرض تقديمي جاهز بالتصميم وكل شي,,Level 1 Seller
Fiverr.com,تصميمات تخص تطبيق HR,https://www.fiverr.com/search/gigs?query=%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D8%A7%D8%AA+%D8%AA%D8%AE%D8%B5+%D8%AA%D8%B7%D8%A8%D9%8A%D9%82+HR,,,USD,unknown,Graphic Design | Mobile App,,2026-05-06 12:42:19,محتاج اعمل تصميمات تخص تطبيق HR ومحتاج اعمل تصميمات على لينكيد ان و علي الفيس بوك,,Level 1 Seller
