platform,title_raw,title_clean,cleaned_text,full_description,tokens,token_count,budget_extracted,budget_currency,budget_type,skills_clean,category_clean,posted_date
Fiverr.com,نقل دومين وموقع وإيميلات Google Workspace باحترافية,نقل دومين وموقع وايميلات google workspace باحترافيه لدينا شركه تعمل عده سنوات وتعتمد بشكل اساسي علي web development,نقل دومين وموقع وايميلات google workspace باحترافيه لدينا شركه تعمل عده سنوات وتعتمد بشكل اساسي علي web development,لدينا شركة تعمل منذ عدة سنوات وتعتمد بشكل أساسي على:,نقل | دومين | وموقع | وايميلات | google | workspace | باحترافيه | لدينا | شركه | تعمل | عده | سنوات | وتعتمد | بشكل | اساسي | علي | web | development,18,,USD,unknown,web development,,2026-05-06 16:24:21
Fiverr.com,تصميم داخلي وتخطيط معماري لتوسعة شقة (نظام مفتوح) مع معالجة أعمدة إنشائية,تصميم داخلي وتخطيط معماري لتوسعه شقه نظام مفتوح معالجه اعمده انشاييه السلام عليكم ورحمه الله وبركاته، graphic design,تصميم داخلي وتخطيط معماري لتوسعه شقه نظام مفتوح معالجه اعمده انشاييه السلام عليكم ورحمه الله وبركاته، graphic design,السلام عليكم ورحمة الله وبركاته،,تصميم | داخلي | وتخطيط | معماري | لتوسعه | شقه | نظام | مفتوح | معالجه | اعمده | انشاييه | السلام | عليكم | ورحمه | الله | وبركاته، | graphic | design,18,,USD,unknown,graphic design,,2026-05-06 16:23:01
Fiverr.com,تصميم داخلي ل فيلا 3ds max,تصميم داخلي فيلا 3ds max تصميم داخلي فيلا 240 متر ادوار 3ds max graphic design,تصميم داخلي فيلا 3ds max تصميم داخلي فيلا 240 متر ادوار 3ds max graphic design,تصميم داخلي ل فيلا 240 متر 3 ادوار,تصميم | داخلي | فيلا | 3ds | max | تصميم | داخلي | فيلا | 240 | متر | ادوار | 3ds | max | graphic | design,15,,USD,unknown,3ds max | graphic design,,2026-05-06 16:20:34
Fiverr.com,إنشاء حسابات مطور ورفع تطبيق IPTV على Google Play و Apple App Store,انشاء حسابات مطور ورفع تطبيق iptv علي google play apple app store وصف accounting mobile app,انشاء حسابات مطور ورفع تطبيق iptv علي google play apple app store وصف accounting mobile app,وصف المشروع:,انشاء | حسابات | مطور | ورفع | تطبيق | iptv | علي | google | play | apple | app | store | وصف | accounting | mobile | app,16,,USD,unknown,accounting | mobile app,,2026-05-06 16:18:48
Fiverr.com,مطلوب Creative Editor متخصص في محتوى إعلانات,creative editor متخصص محتوي اعلانات creative editor متخصص محتوي اعلانات freelance services,creative editor متخصص محتوي اعلانات creative editor متخصص محتوي اعلانات freelance services,مطلوب Creative Editor متخصص في محتوى إعلانات,creative | editor | متخصص | محتوي | اعلانات | creative | editor | متخصص | محتوي | اعلانات | freelance | services,12,,USD,unknown,freelance services,,2026-05-06 16:07:29
Fiverr.com,مندوب مبيعات B2B عبر واتساب,مندوب مبيعات b2b عبر واتساب مندوب مبيعات محترف بنظام b2b، للتواصل الشركات المستهدفه عبر الواتساب بهدف عرض خدمات شركتنا و,مندوب مبيعات b2b عبر واتساب مندوب مبيعات محترف بنظام b2b، للتواصل الشركات المستهدفه عبر الواتساب بهدف عرض خدمات شركتنا وتحقيق تعاقدات فعليه. freelance services,نبحث عن مندوب مبيعات محترف للعمل بنظام B2B، للتواصل مع الشركات المستهدفة عبر الواتساب بهدف عرض خدمات شركتنا وتحقيق تعاقدات فعلية.,مندوب | مبيعات | b2b | عبر | واتساب | مندوب | مبيعات | محترف | بنظام | b2b، | للتواصل | الشركات | المستهدفه | عبر | الواتساب | بهدف | عرض | خدمات | شركتنا | وتحقيق | تعاقدات | فعليه. | freelance | services,24,,USD,unknown,freelance services,,2026-05-06 16:05:41
Fiverr.com,إنشاء موديل ذكاء اصطناعي للكشف عن السرطان باستخدام Deep Learning,انشاء موديل ذكاء اصطناعي للكشف السرطان باستخدام deep learning ارغب التعاون مستقل متخصص الذكاء الاصطناعي وتعلم الاله لانش,انشاء موديل ذكاء اصطناعي للكشف السرطان باستخدام deep learning ارغب التعاون مستقل متخصص الذكاء الاصطناعي وتعلم الاله لانشاء موديل قادر علي الكشف السرطان خلال صور طبيه او بيانات طبيه باستخدام تقنيات deep learning artificial intelligence data analysis deep learning,أرغب في التعاون مع مستقل متخصص في الذكاء الاصطناعي وتعلم الآلة لإنشاء موديل قادر على الكشف عن السرطان من خلال صور طبية أو بيانات طبية باستخدام تقنيات Deep Learning,انشاء | موديل | ذكاء | اصطناعي | للكشف | السرطان | باستخدام | deep | learning | ارغب | التعاون | مستقل | متخصص | الذكاء | الاصطناعي | وتعلم | الاله | لانشاء | موديل | قادر | علي | الكشف | السرطان | خلال | صور | طبيه | او | بيانات | طبيه | باستخدام | تقنيات | deep | learning | artificial | intelligence | data | analysis | deep | learning,39,,USD,unknown,artificial intelligence | data analysis | deep learning,,2026-05-06 16:02:46
Fiverr.com,تصاميم جذابة للمنتجات وللمناسبات,تصاميم جذابه للمنتجات وللمناسبات شركه هدايا ماريه ونهي freelance services,تصاميم جذابه للمنتجات وللمناسبات شركه هدايا ماريه ونهي freelance services,شركة هدايا مارية ونهى,تصاميم | جذابه | للمنتجات | وللمناسبات | شركه | هدايا | ماريه | ونهي | freelance | services,10,,USD,unknown,freelance services,,2026-05-06 16:02:19
Fiverr.com,بناء كتاب رياضيات (وليس تصميم صفحات عشوائية),بناء كتاب رياضيات وليس تصميم صفحات عشواييه ابحث شخص محترف لبناء design system template لكتاب قدرات وليس تصميم صفحات عشوا,بناء كتاب رياضيات وليس تصميم صفحات عشواييه ابحث شخص محترف لبناء design system template لكتاب قدرات وليس تصميم صفحات عشواييه graphic design,أبحث عن شخص محترف لبناء Design System + Template لكتاب قدرات (وليس تصميم صفحات عشوائية).,بناء | كتاب | رياضيات | وليس | تصميم | صفحات | عشواييه | ابحث | شخص | محترف | لبناء | design | system | template | لكتاب | قدرات | وليس | تصميم | صفحات | عشواييه | graphic | design,22,,USD,unknown,graphic design,,2026-05-06 15:52:34
Fiverr.com,تصميم قطعة أرض لبناء منزل,تصميم قطعه ارض لبناء منزل لدي قطعه ارض اريد تصميم منزل graphic design,تصميم قطعه ارض لبناء منزل لدي قطعه ارض اريد تصميم منزل graphic design,لدى قطعة أرض أريد تصميم منزل,تصميم | قطعه | ارض | لبناء | منزل | لدي | قطعه | ارض | اريد | تصميم | منزل | graphic | design,13,,USD,unknown,graphic design,,2026-05-06 15:40:48
Fiverr.com,تصميم فيديو إعلاني,تصميم فيديو اعلاني فيديو اعلاني موشن جرافيك لفرقه موسيقيه المده 15 الي 25 -30 ثانيه graphic design video editing,تصميم فيديو اعلاني فيديو اعلاني موشن جرافيك لفرقه موسيقيه المده 15 الي 25 -30 ثانيه graphic design video editing,فيديو إعلاني موشن جرافيك لفرقة موسيقية المدة من 15 الى 25 -30 ثانية,تصميم | فيديو | اعلاني | فيديو | اعلاني | موشن | جرافيك | لفرقه | موسيقيه | المده | 15 | الي | 25 | -30 | ثانيه | graphic | design | video | editing,19,,USD,unknown,graphic design | video editing,,2026-05-06 15:24:24
Fiverr.com,نبحث عن Finance & Business Performance Freelancer,finance business performance freelancer شخص قوي الماليه والتحليل يساعدني بناء نظام finance monitoring احترافي لمشروع تجا,finance business performance freelancer شخص قوي الماليه والتحليل يساعدني بناء نظام finance monitoring احترافي لمشروع تجاري. data analysis,نحتاج شخص قوي في المالية والتحليل يساعدني في بناء نظام Finance Monitoring احترافي لمشروع تجاري.,finance | business | performance | freelancer | شخص | قوي | الماليه | والتحليل | يساعدني | بناء | نظام | finance | monitoring | احترافي | لمشروع | تجاري. | data | analysis,18,,USD,unknown,data analysis,,2026-05-06 15:10:35
Fiverr.com,إدارة حملات تسويقية لمشروع وساطة تمويلية,اداره حملات تسويقيه لمشروع وساطه تمويليه السلام عليكم، digital marketing project management,اداره حملات تسويقيه لمشروع وساطه تمويليه السلام عليكم، digital marketing project management,السلام عليكم،,اداره | حملات | تسويقيه | لمشروع | وساطه | تمويليه | السلام | عليكم، | digital | marketing | project | management,12,,USD,unknown,digital marketing | project management,,2026-05-06 15:07:46
Fiverr.com,مراجعة اتفاقية الاستشارات الهندسية (مشروع رعاية صحية),مراجعه اتفاقيه الاستشارات الهندسيه رعايه صحيه freelance services,مراجعه اتفاقيه الاستشارات الهندسيه رعايه صحيه freelance services,:,مراجعه | اتفاقيه | الاستشارات | الهندسيه | رعايه | صحيه | freelance | services,8,,USD,unknown,freelance services,,2026-05-06 15:05:15
Fiverr.com,كوتش (Coach) لمتابعة ودعم طلاب دورة eBay - بنظام المتابعة الشخصية,كوتش coach لمتابعه ودعم طلاب دوره ebay بنظام المتابعه الشخصيه بصدد اطلاق دوره تدريبيه مسجله مجال التجاره الالكترونيه عبر,كوتش coach لمتابعه ودعم طلاب دوره ebay بنظام المتابعه الشخصيه بصدد اطلاق دوره تدريبيه مسجله مجال التجاره الالكترونيه عبر منصه ebay. الدوره تعتمد علي التعلم الذاتي عبر الفيديوهات، ونبحث كوتش خبير ومتمكن ليكون المرجع الاساسي للطلاب الحاجه للدعم المباشر. video editing,نحن بصدد إطلاق دورة تدريبية مسجلة في مجال التجارة الإلكترونية عبر منصة eBay. الدورة تعتمد على التعلم الذاتي عبر الفيديوهات، ونبحث عن كوتش خبير ومتمكن ليكون المرجع الأساسي للطلاب عند الحاجة للدعم المباشر.,كوتش | coach | لمتابعه | ودعم | طلاب | دوره | ebay | بنظام | المتابعه | الشخصيه | بصدد | اطلاق | دوره | تدريبيه | مسجله | مجال | التجاره | الالكترونيه | عبر | منصه | ebay. | الدوره | تعتمد | علي | التعلم | الذاتي | عبر | الفيديوهات، | ونبحث | كوتش | خبير | ومتمكن | ليكون | المرجع | الاساسي | للطلاب | الحاجه | للدعم | المباشر. | video | editing,41,,USD,unknown,video editing,,2026-05-06 14:42:42
Fiverr.com,تطبيق للموقع الإلكتروني في سلة,تطبيق للموقع الالكتروني سله السلام عليكم ورحمه الله وبركاته mobile app web development,تطبيق للموقع الالكتروني سله السلام عليكم ورحمه الله وبركاته mobile app web development,السلام عليكم ورحمة الله وبركاته,تطبيق | للموقع | الالكتروني | سله | السلام | عليكم | ورحمه | الله | وبركاته | mobile | app | web | development,13,,USD,unknown,mobile app | web development,,2026-05-06 14:20:25
Fiverr.com,فتح بريد إلكتروني أعمال,فتح بريد الكتروني اعمال السلام عليكم freelance services,فتح بريد الكتروني اعمال السلام عليكم freelance services,السلام عليكم,فتح | بريد | الكتروني | اعمال | السلام | عليكم | freelance | services,8,,USD,unknown,freelance services,,2026-05-06 14:07:13
Fiverr.com,توثيق عدد 4 صفحات فيسبوك,توثيق عدد صفحات فيسبوك محتاج مستقل يوثق عدد صفحات فيسبوك freelance services,توثيق عدد صفحات فيسبوك محتاج مستقل يوثق عدد صفحات فيسبوك freelance services,محتاج مستقل يوثق لي عدد 4 صفحات فيسبوك,توثيق | عدد | صفحات | فيسبوك | محتاج | مستقل | يوثق | عدد | صفحات | فيسبوك | freelance | services,12,,USD,unknown,freelance services,,2026-05-06 13:57:18
Fiverr.com,تسويق لشركة حلول دفع أمريكية,تسويق لشركه حلول دفع امريكيه السلام عليكم ورحمه الله وبركاته digital marketing,تسويق لشركه حلول دفع امريكيه السلام عليكم ورحمه الله وبركاته digital marketing,السلام عليكم ورحمه الله وبركاته,تسويق | لشركه | حلول | دفع | امريكيه | السلام | عليكم | ورحمه | الله | وبركاته | digital | marketing,12,,USD,unknown,digital marketing,,2026-05-06 13:30:36
Fiverr.com,عمل موقع تعريفي لوكالة خدمات تقنيه وتسويقي رقمي,عمل موقع تعريفي لوكاله خدمات تقنيه وتسويقي رقمي عمل موقع تعريفي بريس لوكاله خدمات مختصه بالماركتنج وال عربي وانجليزي dig,عمل موقع تعريفي لوكاله خدمات تقنيه وتسويقي رقمي عمل موقع تعريفي بريس لوكاله خدمات مختصه بالماركتنج وال عربي وانجليزي digital marketing web development,عمل موقع تعريفي ورد بريس لوكالة خدمات مختصة بالماركتنج والــ IT  عربي وانجليزي,عمل | موقع | تعريفي | لوكاله | خدمات | تقنيه | وتسويقي | رقمي | عمل | موقع | تعريفي | بريس | لوكاله | خدمات | مختصه | بالماركتنج | وال | عربي | وانجليزي | digital | marketing | web | development,23,,USD,unknown,digital marketing | web development,,2026-05-06 13:26:14
Fiverr.com,تصميم لوجو,تصميم لوجو تصميم لوجو هويه بصريه براند ايدنتتي لوكاله موسيقيه تهتم باكتشاف المواهب مجال الموسيقي brand identity graphic ,تصميم لوجو تصميم لوجو هويه بصريه براند ايدنتتي لوكاله موسيقيه تهتم باكتشاف المواهب مجال الموسيقي brand identity graphic design,مطلوب تصميم لوجو - هوية بصرية براند ايدنتتي لوكاله موسيقية تهتم باكتشاف المواهب في مجال الموسيقى,تصميم | لوجو | تصميم | لوجو | هويه | بصريه | براند | ايدنتتي | لوكاله | موسيقيه | تهتم | باكتشاف | المواهب | مجال | الموسيقي | brand | identity | graphic | design,19,,USD,unknown,brand identity | graphic design,,2026-05-06 13:23:50
Fiverr.com,مخططات تنفيذية لطابق في فيلا,مخططات تنفيذيه لطابق فيلا لدي طابق بصيغه skp سكتش اب احتاج مخططات تنفيذيه مساقط وواجهات داخليه لكل فراغ علي حدي freelanc,مخططات تنفيذيه لطابق فيلا لدي طابق بصيغه skp سكتش اب احتاج مخططات تنفيذيه مساقط وواجهات داخليه لكل فراغ علي حدي freelance services,لدي طابق بصيغة skp (سكتش اب ) احتاج لها مخططات تنفيذية مساقط وواجهات داخلية لكل فراغ على حدى .,مخططات | تنفيذيه | لطابق | فيلا | لدي | طابق | بصيغه | skp | سكتش | اب | احتاج | مخططات | تنفيذيه | مساقط | وواجهات | داخليه | لكل | فراغ | علي | حدي | freelance | services,22,,USD,unknown,freelance services,,2026-05-06 13:20:59
Fiverr.com,إنشاء صفحة في ويكيبيديا,انشاء صفحه ويكيبيديا عمل صفحه تعريفيه لمخرج ومنتج سينمايي freelance services,انشاء صفحه ويكيبيديا عمل صفحه تعريفيه لمخرج ومنتج سينمايي freelance services,عمل صفحة تعريفية لمخرج ومنتج سينمائي,انشاء | صفحه | ويكيبيديا | عمل | صفحه | تعريفيه | لمخرج | ومنتج | سينمايي | freelance | services,11,,USD,unknown,freelance services,,2026-05-06 12:55:54
Fiverr.com,صناعة فيديو احترافي شبه حقيقي,صناعه فيديو احترافي حقيقي فيديو تسويقي يتكلم المعاناه وجود موقعي وعند استخدامه حلت مشكلته وارتاح التعقيد الفيديو لابد يك,صناعه فيديو احترافي حقيقي فيديو تسويقي يتكلم المعاناه وجود موقعي وعند استخدامه حلت مشكلته وارتاح التعقيد الفيديو لابد يكون تسويقي فيديو وصوت شرح المشكله وحلها علي ان يكون مصمم لقوقل ادس وتيك توك ايضا بصيغتين لمده ٢٠ ثانيه digital marketing video editing web development,فيديو تسويقي يتكلم عن المعاناة قبل وجود موقعي وعند استخدامه حلت مشكلته وارتاح من التعقيد الفيديو لابد يكون تسويقي فيديو وصوت مع شرح المشكلة وحلها على ان يكون مصمم لقوقل ادس وتيك توك ايضا بصيغتين لمدة ٢٠ ثانية,صناعه | فيديو | احترافي | حقيقي | فيديو | تسويقي | يتكلم | المعاناه | وجود | موقعي | وعند | استخدامه | حلت | مشكلته | وارتاح | التعقيد | الفيديو | لابد | يكون | تسويقي | فيديو | وصوت | شرح | المشكله | وحلها | علي | ان | يكون | مصمم | لقوقل | ادس | وتيك | توك | ايضا | بصيغتين | لمده | ٢٠ | ثانيه | digital | marketing | video | editing | web | development,44,,USD,unknown,digital marketing | video editing | web development,,2026-05-06 12:48:41
Fiverr.com,أتمتة رسائل التذكير على الواتساب,اتمته رسايل التذكير علي الواتساب السلام عليكم، automation,اتمته رسايل التذكير علي الواتساب السلام عليكم، automation,السلام عليكم،,اتمته | رسايل | التذكير | علي | الواتساب | السلام | عليكم، | automation,8,,USD,unknown,automation,,2026-05-06 12:47:54
Fiverr.com,ترجمة عرض تقديمي,ترجمه عرض تقديمي عندي عرض تقديمي جاهز بالتصميم وكل شي graphic design translation,ترجمه عرض تقديمي عندي عرض تقديمي جاهز بالتصميم وكل شي graphic design translation,عندي عرض تقديمي جاهز بالتصميم وكل شي,ترجمه | عرض | تقديمي | عندي | عرض | تقديمي | جاهز | بالتصميم | وكل | شي | graphic | design | translation,13,,USD,unknown,graphic design | translation,,2026-05-06 12:45:57
Fiverr.com,تصميمات تخص تطبيق HR,تصميمات تخص تطبيق hr محتاج اعمل تصميمات تخص تطبيق hr ومحتاج اعمل تصميمات علي لينكيد ان علي الفيس بوك graphic design mobi,تصميمات تخص تطبيق hr محتاج اعمل تصميمات تخص تطبيق hr ومحتاج اعمل تصميمات علي لينكيد ان علي الفيس بوك graphic design mobile app,محتاج اعمل تصميمات تخص تطبيق HR ومحتاج اعمل تصميمات على لينكيد ان و علي الفيس بوك,تصميمات | تخص | تطبيق | hr | محتاج | اعمل | تصميمات | تخص | تطبيق | hr | ومحتاج | اعمل | تصميمات | علي | لينكيد | ان | علي | الفيس | بوك | graphic | design | mobile | app,23,,USD,unknown,graphic design | mobile app,,2026-05-06 12:42:19
Fiverr.com,مدربون مستقلون لمشروع تدريبي,مدربون مستقلون لمشروع تدريبي نعمل علي تدريبي متمحور علي العديد المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب,مدربون مستقلون لمشروع تدريبي نعمل علي تدريبي متمحور علي العديد المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب بشكل اسهل. freelance services,نعمل على مشروع تدريبي متمحور على العديد من المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب بشكل اسهل.,مدربون | مستقلون | لمشروع | تدريبي | نعمل | علي | تدريبي | متمحور | علي | العديد | المناهج | والمهارات | ونريد | ان | يكون | التواصل | بيننا | وبين | المدرب | بشكل | اسهل. | freelance | services,23,,USD,unknown,freelance services,,2026-05-06 12:39:15
Fiverr.com,تنضيف بيانات مع عمل لوحة عرض بيانات بسيطة للموظفين,تنضيف بيانات عمل لوحه عرض بيانات بسيطه للموظفين عندي ملف محتاج يتعمل تنضيف وترتيب وعرض شكل لوحه بيانات بسيطه وواضحه data,تنضيف بيانات عمل لوحه عرض بيانات بسيطه للموظفين عندي ملف محتاج يتعمل تنضيف وترتيب وعرض شكل لوحه بيانات بسيطه وواضحه data analysis,عندي ملف محتاج يتعمل تنضيف وترتيب وعرض في شكل لوحة بيانات بسيطه وواضحه,تنضيف | بيانات | عمل | لوحه | عرض | بيانات | بسيطه | للموظفين | عندي | ملف | محتاج | يتعمل | تنضيف | وترتيب | وعرض | شكل | لوحه | بيانات | بسيطه | وواضحه | data | analysis,22,,USD,unknown,data analysis,,2026-05-06 12:27:31
Fiverr.com,تصميم وتوزيع إضاءة,تصميم وتوزيع اضاءه عندي شقه غرفتين وصاله graphic design,تصميم وتوزيع اضاءه عندي شقه غرفتين وصاله graphic design,عندي شقه غرفتين وصاله,تصميم | وتوزيع | اضاءه | عندي | شقه | غرفتين | وصاله | graphic | design,9,,USD,unknown,graphic design,,2026-05-06 12:25:17
Fiverr.com,تصميم مخطط هندسي 2D وملف 3D CAD لمنتج منظم خشبي للتصنيع,تصميم مخطط هندسي 2d وملف 3d cad لمنتج منظم خشبي للتصنيع مرحبا، graphic design,تصميم مخطط هندسي 2d وملف 3d cad لمنتج منظم خشبي للتصنيع مرحبا، graphic design,مرحباً،,تصميم | مخطط | هندسي | 2d | وملف | 3d | cad | لمنتج | منظم | خشبي | للتصنيع | مرحبا، | graphic | design,14,,USD,unknown,graphic design,,2026-05-06 12:23:22
Fiverr.com,تسويق رقمي لمنتجات رقمية,تسويق رقمي لمنتجات رقميه ابحث مسوق رقمي محترف لديه خبره الترويج للمنتجات الرقميه digital products وتحديدا الكتب الالكترو,تسويق رقمي لمنتجات رقميه ابحث مسوق رقمي محترف لديه خبره الترويج للمنتجات الرقميه digital products وتحديدا الكتب الالكترونيه digital marketing,أبحث عن مسوق رقمي محترف لديه خبرة في الترويج للمنتجات الرقمية (Digital Products)، وتحديداً الكتب الإلكترونية,تسويق | رقمي | لمنتجات | رقميه | ابحث | مسوق | رقمي | محترف | لديه | خبره | الترويج | للمنتجات | الرقميه | digital | products | وتحديدا | الكتب | الالكترونيه | digital | marketing,20,,USD,unknown,digital marketing,,2026-05-06 11:53:21
Fiverr.com,مترجم محترف عربي – إنجليزي – فرنسي لترجمة مواقع إلكترونية,مترجم محترف عربي انجليزي فرنسي لترجمه مواقع الكترونيه مترجم او مترجمه محترف متمكن اللغتين الانجليزيه والفرنسيه لترجمه عد,مترجم محترف عربي انجليزي فرنسي لترجمه مواقع الكترونيه مترجم او مترجمه محترف متمكن اللغتين الانجليزيه والفرنسيه لترجمه عده مواقع الكترونيه اللغه العربيه الي اللغتين، الحفاظ علي الدقه والمعني والاسلوب الاحترافي للنصوص. translation,نبحث عن مترجم أو مترجمة محترف(ة) متمكن(ة) من اللغتين الإنجليزية والفرنسية لترجمة عدة مواقع إلكترونية من اللغة العربية إلى اللغتين، مع الحفاظ على الدقة والمعنى والأسلوب الاحترافي للنصوص.,مترجم | محترف | عربي | انجليزي | فرنسي | لترجمه | مواقع | الكترونيه | مترجم | او | مترجمه | محترف | متمكن | اللغتين | الانجليزيه | والفرنسيه | لترجمه | عده | مواقع | الكترونيه | اللغه | العربيه | الي | اللغتين، | الحفاظ | علي | الدقه | والمعني | والاسلوب | الاحترافي | للنصوص. | translation,32,,USD,unknown,translation,,2026-05-06 11:51:00
Fiverr.com,شرح مقرر نظم المعلومات المحاسبية,شرح مقرر نظم المعلومات المحاسبيه بسم الله الرحمن الرحيم freelance services,شرح مقرر نظم المعلومات المحاسبيه بسم الله الرحمن الرحيم freelance services,بسم الله الرحمن الرحيم,شرح | مقرر | نظم | المعلومات | المحاسبيه | بسم | الله | الرحمن | الرحيم | freelance | services,11,,USD,unknown,freelance services,,2026-05-06 11:49:39
Fiverr.com,أخصائي إعلانات ممولة عبر تيك توك وسناب,اخصايي اعلانات مموله عبر تيك توك وسناب اداره وتنفيذ حملات اعلانيه مموله عبر tiktok وسناب شات بهدف زياده عدد زيارات الموق,اخصايي اعلانات مموله عبر تيك توك وسناب اداره وتنفيذ حملات اعلانيه مموله عبر tiktok وسناب شات بهدف زياده عدد زيارات الموقع الالكتروني وتحويل الزيارات الي مبيعات فعليه، التركيز علي تحسين مسار العميل customer journey مشاهده الاعلان الي اتمام الشراء. project management web development,إدارة وتنفيذ حملات إعلانية ممولة عبر TikTok وسناب شات بهدف زيادة عدد زيارات الموقع الإلكتروني وتحويل هذه الزيارات إلى مبيعات فعلية، مع التركيز على تحسين مسار العميل (Customer Journey) من مشاهدة الإعلان إلى إتمام الشراء.,اخصايي | اعلانات | مموله | عبر | تيك | توك | وسناب | اداره | وتنفيذ | حملات | اعلانيه | مموله | عبر | tiktok | وسناب | شات | بهدف | زياده | عدد | زيارات | الموقع | الالكتروني | وتحويل | الزيارات | الي | مبيعات | فعليه، | التركيز | علي | تحسين | مسار | العميل | customer | journey | مشاهده | الاعلان | الي | اتمام | الشراء. | project | management | web | development,43,,USD,unknown,project management | web development,,2026-05-06 11:43:41
Fiverr.com,تطوير أداة لأتمتة فحص واجهة المستخدم (UI Testing Automation) لعدة حسابات رقمية,تطوير اداه لاتمته فحص واجهه المستخدم ui testing automation لعده حسابات رقميه ابحث خبير اتمته المتصفحات باستخدام python s,تطوير اداه لاتمته فحص واجهه المستخدم ui testing automation لعده حسابات رقميه ابحث خبير اتمته المتصفحات باستخدام python selenium لتطوير اداه داخليه تهدف الي محاكاه رحله المستخدم user journey عبر عده ملفات تعريف profiles accounting automation python web development,أبحث عن خبير في أتمتة المتصفحات باستخدام Python & Selenium لتطوير أداة داخلية تهدف إلى محاكاة رحلة المستخدم (User Journey) عبر عدة ملفات تعريف (Profiles).,تطوير | اداه | لاتمته | فحص | واجهه | المستخدم | ui | testing | automation | لعده | حسابات | رقميه | ابحث | خبير | اتمته | المتصفحات | باستخدام | python | selenium | لتطوير | اداه | داخليه | تهدف | الي | محاكاه | رحله | المستخدم | user | journey | عبر | عده | ملفات | تعريف | profiles | accounting | automation | python | web | development,39,,USD,unknown,accounting | automation | python | web development,,2026-05-06 11:35:33
Fiverr.com,مستقل خبرة في السوق السعودي,مستقل خبره السوق السعودي احتاج خبره السوق السعودي freelance services,مستقل خبره السوق السعودي احتاج خبره السوق السعودي freelance services,احتاج ذو خبرة في السوق السعودي,مستقل | خبره | السوق | السعودي | احتاج | خبره | السوق | السعودي | freelance | services,10,,USD,unknown,freelance services,,2026-05-06 11:20:11
Fiverr.com,مصمم محترف جدًا (إبداعي) لتصميم 3 ملفات PDF,مصمم محترف جدا ابداعي لتصميم ملفات pdf مصمم مبدع وفنان متميز لديه حس ابداعي عال، لتنفيذ تصميم ملفات pdf احترافيه خاصه بخ,مصمم محترف جدا ابداعي لتصميم ملفات pdf مصمم مبدع وفنان متميز لديه حس ابداعي عال، لتنفيذ تصميم ملفات pdf احترافيه خاصه بخطط فرق تطوعيه تابعه لاحدي الجمعيات التصميم يكون بهويه سعوديه صور الاشخاص شباب 13 الي 20 حقيقين سعودين وليس ذكاء اصطناعي اما الاشخاص باس ذكاء اصطناعي او غيره artificial intelligence brand identity graphic design,نبحث عن مصمم مبدع وفنان متميز لديه حس إبداعي عالٍ، لتنفيذ مشروع تصميم 3 ملفات PDF احترافية خاصة بخطط فرق تطوعية تابعة لإحدى الجمعيات التصميم يكون بهوية سعودية + صور الاشخاص شباب من 13 إلى 20 حقيقين سعودين وليس ذكاء اصطناعي اما غير الأشخاص لا بأس ذكاء اصطناعي أو غيره .,مصمم | محترف | جدا | ابداعي | لتصميم | ملفات | pdf | مصمم | مبدع | وفنان | متميز | لديه | حس | ابداعي | عال، | لتنفيذ | تصميم | ملفات | pdf | احترافيه | خاصه | بخطط | فرق | تطوعيه | تابعه | لاحدي | الجمعيات | التصميم | يكون | بهويه | سعوديه | صور | الاشخاص | شباب | 13 | الي | 20 | حقيقين | سعودين | وليس | ذكاء | اصطناعي | اما | الاشخاص | باس | ذكاء | اصطناعي | او | غيره | artificial | intelligence | brand | identity | graphic | design,55,,USD,unknown,artificial intelligence | brand identity | graphic design,,2026-05-06 11:12:02
Fiverr.com,تصميم واجهة لعمارة سكنية,تصميم واجهه لعماره سكنيه المطلوب تصميم 3d لواجهه عماره سكنيه طبقا للواجهات المحليه منطقه الرياض graphic design,تصميم واجهه لعماره سكنيه المطلوب تصميم 3d لواجهه عماره سكنيه طبقا للواجهات المحليه منطقه الرياض graphic design,المطلوب تصميم 3d لواجهة عمارة سكنية طبقا للواجهات المحلية في منطقة الرياض,تصميم | واجهه | لعماره | سكنيه | المطلوب | تصميم | 3d | لواجهه | عماره | سكنيه | طبقا | للواجهات | المحليه | منطقه | الرياض | graphic | design,17,,USD,unknown,graphic design,,2026-05-06 11:08:24
Fiverr.com,خبير SEO لمنصة عقارية,خبير seo لمنصه عقاريه منصه عقاريه جديده قطر ونبحث خبير seo يتولي شغل السيو كامل للموقع. seo web development,خبير seo لمنصه عقاريه منصه عقاريه جديده قطر ونبحث خبير seo يتولي شغل السيو كامل للموقع. seo web development,نحن منصة عقارية جديدة في قطر ونبحث عن خبير SEO يتولى شغل السيو كامل للموقع.,خبير | seo | لمنصه | عقاريه | منصه | عقاريه | جديده | قطر | ونبحث | خبير | seo | يتولي | شغل | السيو | كامل | للموقع. | seo | web | development,19,,USD,unknown,seo | web development,,2026-05-06 11:06:54
