platform,title_raw,title_clean,cleaned_text,full_description,tokens,token_count,budget_extracted,budget_currency,budget_type,skills_clean,category_clean,posted_date
Mostaqel.com,مطلوب خبير إدارة حملات إعلانية,خبير اداره حملات اعلانيه media buyer محترف لاداره الحملات الاعلانيه لمتجر الكتروني متخصص بالعبايات الخليج.,خبير اداره حملات اعلانيه media buyer محترف لاداره الحملات الاعلانيه لمتجر الكتروني متخصص بالعبايات الخليج.,مطلوب Media Buyer محترف لإدارة الحملات الإعلانية لمتجر إلكتروني متخصص بالعبايات في الخليج.,خبير | اداره | حملات | اعلانيه | media | buyer | محترف | لاداره | الحملات | الاعلانيه | لمتجر | الكتروني | متخصص | بالعبايات | الخليج.,15,,,unknown,,,2026-05-06 19:42:59
Mostaqel.com,خدمة عملاء وادارة حسابات,خدمه عملاء واداره حسابات السلام عليكم ورحمه الله وبركاته,خدمه عملاء واداره حسابات السلام عليكم ورحمه الله وبركاته,السلام عليكم ورحمه الله وبركاته,خدمه | عملاء | واداره | حسابات | السلام | عليكم | ورحمه | الله | وبركاته,9,,,unknown,,,2026-05-06 19:18:48
Mostaqel.com,شركه عقارية تحتاج تنظيم العمل المالي والاداري,شركه عقاريه تحتاج تنظيم المالي والاداري شركه عقاريه تحتاج اخصايي مالي واداري ينظم الفواتير الشراييه وفواتير الايجارات وت,شركه عقاريه تحتاج تنظيم المالي والاداري شركه عقاريه تحتاج اخصايي مالي واداري ينظم الفواتير الشراييه وفواتير الايجارات وتصدير الفواتير الايجاريه ورفع الضريبه ربع يعني اعمال اداريه وماليه وتنظيميه لعملنا ومساعد شخصي لاي عمل الكتروني وشكرا,شركه عقارية تحتاج أخصائي مالي وإداري ينظم الفواتير الشرائية وفواتير الايجارات وتصدير الفواتير الايجارية ورفع الضريبة كل ربع يعني أعمال إدارية ومالية وتنظيمية لعملنا ومساعد شخصي لأي عمل إلكتروني وشكرا,شركه | عقاريه | تحتاج | تنظيم | المالي | والاداري | شركه | عقاريه | تحتاج | اخصايي | مالي | واداري | ينظم | الفواتير | الشراييه | وفواتير | الايجارات | وتصدير | الفواتير | الايجاريه | ورفع | الضريبه | ربع | يعني | اعمال | اداريه | وماليه | وتنظيميه | لعملنا | ومساعد | شخصي | لاي | عمل | الكتروني | وشكرا,35,,,unknown,,,2026-05-06 19:15:08
Mostaqel.com,موقع الكتروني,موقع الكتروني السلام عليكم ورحمه الله وبركاته,موقع الكتروني السلام عليكم ورحمه الله وبركاته,السلام عليكم ورحمة الله وبركاته,موقع | الكتروني | السلام | عليكم | ورحمه | الله | وبركاته,7,,,unknown,,,2026-05-06 19:12:17
Mostaqel.com,برنامج صيانة معدات,برنامج صيانه معدات بسم الله الرحمن الرحيم,برنامج صيانه معدات بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,برنامج | صيانه | معدات | بسم | الله | الرحمن | الرحيم,7,,,unknown,,,2026-05-06 19:11:26
Mostaqel.com,تصميم مقطع صوتي,تصميم مقطع صوتي احتاج مقطع صوتي,تصميم مقطع صوتي احتاج مقطع صوتي,احتاج مقطع صوتي,تصميم | مقطع | صوتي | احتاج | مقطع | صوتي,6,,,unknown,,,2026-05-06 18:36:07
Mostaqel.com,المساعدة الفنية في التعديل علي تصميم دائرة الكترونية,المساعده الفنيه التعديل علي تصميم دايره الكترونيه لدي تصميم دايره الكترونيه عطل واريد استشاره مهندس الكترونيات سبب العطل,المساعده الفنيه التعديل علي تصميم دايره الكترونيه لدي تصميم دايره الكترونيه عطل واريد استشاره مهندس الكترونيات سبب العطل,لدي تصميم دائرة الكترونية بها عطل واريد استشارة مهندس الكترونيات عن سبب العطل,المساعده | الفنيه | التعديل | علي | تصميم | دايره | الكترونيه | لدي | تصميم | دايره | الكترونيه | عطل | واريد | استشاره | مهندس | الكترونيات | سبب | العطل,18,,,unknown,,,2026-05-06 18:34:54
Mostaqel.com,تحريك صورة 360 درجة,تحريك صوره 360 درجه احتاج فيديو يكون تحريك الكاميره بشكل ٣٦٠ درجه للتصميم بحيث يكون عرض للتصميم بشكل انيق واحترافي,تحريك صوره 360 درجه احتاج فيديو يكون تحريك الكاميره بشكل ٣٦٠ درجه للتصميم بحيث يكون عرض للتصميم بشكل انيق واحترافي,احتاج فيديو يكون تحريك الكاميره بشكل ٣٦٠ درجه للتصميم بحيث يكون عرض للتصميم بشكل انيق واحترافي,تحريك | صوره | 360 | درجه | احتاج | فيديو | يكون | تحريك | الكاميره | بشكل | ٣٦٠ | درجه | للتصميم | بحيث | يكون | عرض | للتصميم | بشكل | انيق | واحترافي,20,,,unknown,,,2026-05-06 18:19:45
Mostaqel.com,تسويق إلكتروني ومبيعات - سوشيال ميديا,تسويق الكتروني ومبيعات سوشيال ميديا بيكون نقل اعضاء قروبات مستهدفه الي قروبات اخري,تسويق الكتروني ومبيعات سوشيال ميديا بيكون نقل اعضاء قروبات مستهدفه الي قروبات اخري,العمل بيكون نقل أعضاء من قروبات مستهدفة إلى قروبات أخرى,تسويق | الكتروني | ومبيعات | سوشيال | ميديا | بيكون | نقل | اعضاء | قروبات | مستهدفه | الي | قروبات | اخري,13,,,unknown,,,2026-05-06 18:12:51
Mostaqel.com,عمل بروفايل وهوية للمؤسسة,عمل بروفايل وهويه للموسسه موسسه تجاريه تعمل بيع مواد السباكه والكهرباء ومواد البناء جمله وتجزيه,عمل بروفايل وهويه للموسسه موسسه تجاريه تعمل بيع مواد السباكه والكهرباء ومواد البناء جمله وتجزيه,مؤسسة تجارية تعمل في بيع مواد السباكة والكهرباء ومواد البناء جملة وتجزئه,عمل | بروفايل | وهويه | للموسسه | موسسه | تجاريه | تعمل | بيع | مواد | السباكه | والكهرباء | ومواد | البناء | جمله | وتجزيه,15,,,unknown,,,2026-05-06 18:07:53
Mostaqel.com,فيديو موشن جرافيك,فيديو موشن جرافيك السلام عليكم,فيديو موشن جرافيك السلام عليكم,السلام عليكم,فيديو | موشن | جرافيك | السلام | عليكم,5,,,unknown,,,2026-05-06 17:32:14
Mostaqel.com,تنفيذ موقع إلكتروني شركة في الأثاث,تنفيذ موقع الكتروني شركه الاثاث اعلان تنفيذ موقع الكتروني تطبيق تصميم جاهز,تنفيذ موقع الكتروني شركه الاثاث اعلان تنفيذ موقع الكتروني تطبيق تصميم جاهز,إعلان تنفيذ موقع إلكتروني – تطبيق تصميم جاهز,تنفيذ | موقع | الكتروني | شركه | الاثاث | اعلان | تنفيذ | موقع | الكتروني | تطبيق | تصميم | جاهز,12,,,unknown,,,2026-05-06 17:26:36
Mostaqel.com,شرح وتسجيل دروس رياضيات للصف الثاني متوسط الفصل الدراسي الثاني 1447 هـ منهج السعوديه,شرح وتسجيل دروس رياضيات للصف الثاني متوسط الفصل الدراسي الثاني 1447 منهج السعوديه عندي ملخص مكون 54 صفحه,شرح وتسجيل دروس رياضيات للصف الثاني متوسط الفصل الدراسي الثاني 1447 منهج السعوديه عندي ملخص مكون 54 صفحه,عندي ملخص مكون من 54 صفحه,شرح | وتسجيل | دروس | رياضيات | للصف | الثاني | متوسط | الفصل | الدراسي | الثاني | 1447 | منهج | السعوديه | عندي | ملخص | مكون | 54 | صفحه,18,,,unknown,,,2026-05-06 17:07:54
Mostaqel.com,تصميم فيلا زراعية,تصميم فيلا زراعيه فيلا مكونه دورين,تصميم فيلا زراعيه فيلا مكونه دورين,فيلا مكونه من دورين,تصميم | فيلا | زراعيه | فيلا | مكونه | دورين,6,,,unknown,,,2026-05-06 17:01:38
Mostaqel.com,مطور Full-Stack لبناء محرك بث مباشر وترجمة AI نظام 33 معرفاً وبرمجة Kiosk Mode,مطور full-stack لبناء محرك بث مباشر وترجمه ai نظام 33 معرفا وبرمجه kiosk mode مطور انظمه متمكن لتنفيذ محرك تشغيلي متكامل,مطور full-stack لبناء محرك بث مباشر وترجمه ai نظام 33 معرفا وبرمجه kiosk mode مطور انظمه متمكن لتنفيذ محرك تشغيلي متكامل لمنصه معرض افتراضي قايمه علي wordpress. تصميم واجهات، بناء العقل البرمجي وربطه بواجهه kiosk mode ميدانيا عبر mini pc.,نبحث عن مطور أنظمة متمكن لتنفيذ محرك تشغيلي متكامل لمنصة معرض افتراضي قائمة على WordPress. المشروع ليس تصميم واجهات، بل هو بناء العقل البرمجي وربطه بواجهة (Kiosk Mode) للعمل ميدانياً عبر Mini PC.,مطور | full-stack | لبناء | محرك | بث | مباشر | وترجمه | ai | نظام | 33 | معرفا | وبرمجه | kiosk | mode | مطور | انظمه | متمكن | لتنفيذ | محرك | تشغيلي | متكامل | لمنصه | معرض | افتراضي | قايمه | علي | wordpress. | تصميم | واجهات، | بناء | العقل | البرمجي | وربطه | بواجهه | kiosk | mode | ميدانيا | عبر | mini | pc.,40,,,unknown,,,2026-05-06 16:51:14
Mostaqel.com,نقل دومين وموقع وإيميلات Google Workspace باحترافية,نقل دومين وموقع وايميلات google workspace باحترافيه لدينا شركه تعمل عده سنوات وتعتمد بشكل اساسي علي,نقل دومين وموقع وايميلات google workspace باحترافيه لدينا شركه تعمل عده سنوات وتعتمد بشكل اساسي علي,لدينا شركة تعمل منذ عدة سنوات وتعتمد بشكل أساسي على:,نقل | دومين | وموقع | وايميلات | google | workspace | باحترافيه | لدينا | شركه | تعمل | عده | سنوات | وتعتمد | بشكل | اساسي | علي,16,,,unknown,,,2026-05-06 16:24:21
Mostaqel.com,تصميم داخلي وتخطيط معماري لتوسعة شقة (نظام مفتوح) مع معالجة أعمدة إنشائية,تصميم داخلي وتخطيط معماري لتوسعه شقه نظام مفتوح معالجه اعمده انشاييه السلام عليكم ورحمه الله وبركاته،,تصميم داخلي وتخطيط معماري لتوسعه شقه نظام مفتوح معالجه اعمده انشاييه السلام عليكم ورحمه الله وبركاته،,السلام عليكم ورحمة الله وبركاته،,تصميم | داخلي | وتخطيط | معماري | لتوسعه | شقه | نظام | مفتوح | معالجه | اعمده | انشاييه | السلام | عليكم | ورحمه | الله | وبركاته،,16,,,unknown,,,2026-05-06 16:23:01
Mostaqel.com,تصميم داخلي ل فيلا 3ds max,تصميم داخلي فيلا 3ds max تصميم داخلي فيلا 240 متر ادوار,تصميم داخلي فيلا 3ds max تصميم داخلي فيلا 240 متر ادوار,تصميم داخلي ل فيلا 240 متر 3 ادوار,تصميم | داخلي | فيلا | 3ds | max | تصميم | داخلي | فيلا | 240 | متر | ادوار,11,,,unknown,,,2026-05-06 16:20:34
Mostaqel.com,إنشاء حسابات مطور ورفع تطبيق IPTV على Google Play و Apple App Store,انشاء حسابات مطور ورفع تطبيق iptv علي google play apple app store وصف,انشاء حسابات مطور ورفع تطبيق iptv علي google play apple app store وصف,وصف المشروع:,انشاء | حسابات | مطور | ورفع | تطبيق | iptv | علي | google | play | apple | app | store | وصف,13,,,unknown,,,2026-05-06 16:18:48
Mostaqel.com,مطلوب Creative Editor متخصص في محتوى إعلانات,creative editor متخصص محتوي اعلانات creative editor متخصص محتوي اعلانات,creative editor متخصص محتوي اعلانات creative editor متخصص محتوي اعلانات,مطلوب Creative Editor متخصص في محتوى إعلانات,creative | editor | متخصص | محتوي | اعلانات | creative | editor | متخصص | محتوي | اعلانات,10,,,unknown,,,2026-05-06 16:07:29
Mostaqel.com,مندوب مبيعات B2B عبر واتساب,مندوب مبيعات b2b عبر واتساب مندوب مبيعات محترف بنظام b2b، للتواصل الشركات المستهدفه عبر الواتساب بهدف عرض خدمات شركتنا و,مندوب مبيعات b2b عبر واتساب مندوب مبيعات محترف بنظام b2b، للتواصل الشركات المستهدفه عبر الواتساب بهدف عرض خدمات شركتنا وتحقيق تعاقدات فعليه.,نبحث عن مندوب مبيعات محترف للعمل بنظام B2B، للتواصل مع الشركات المستهدفة عبر الواتساب بهدف عرض خدمات شركتنا وتحقيق تعاقدات فعلية.,مندوب | مبيعات | b2b | عبر | واتساب | مندوب | مبيعات | محترف | بنظام | b2b، | للتواصل | الشركات | المستهدفه | عبر | الواتساب | بهدف | عرض | خدمات | شركتنا | وتحقيق | تعاقدات | فعليه.,22,,,unknown,,,2026-05-06 16:05:41
Mostaqel.com,إنشاء موديل ذكاء اصطناعي للكشف عن السرطان باستخدام Deep Learning,انشاء موديل ذكاء اصطناعي للكشف السرطان باستخدام deep learning ارغب التعاون مستقل متخصص الذكاء الاصطناعي وتعلم الاله لانش,انشاء موديل ذكاء اصطناعي للكشف السرطان باستخدام deep learning ارغب التعاون مستقل متخصص الذكاء الاصطناعي وتعلم الاله لانشاء موديل قادر علي الكشف السرطان خلال صور طبيه او بيانات طبيه باستخدام تقنيات deep learning,أرغب في التعاون مع مستقل متخصص في الذكاء الاصطناعي وتعلم الآلة لإنشاء موديل قادر على الكشف عن السرطان من خلال صور طبية أو بيانات طبية باستخدام تقنيات Deep Learning,انشاء | موديل | ذكاء | اصطناعي | للكشف | السرطان | باستخدام | deep | learning | ارغب | التعاون | مستقل | متخصص | الذكاء | الاصطناعي | وتعلم | الاله | لانشاء | موديل | قادر | علي | الكشف | السرطان | خلال | صور | طبيه | او | بيانات | طبيه | باستخدام | تقنيات | deep | learning,33,,,unknown,,,2026-05-06 16:02:46
Mostaqel.com,تصاميم جذابة للمنتجات وللمناسبات,تصاميم جذابه للمنتجات وللمناسبات شركه هدايا ماريه ونهي,تصاميم جذابه للمنتجات وللمناسبات شركه هدايا ماريه ونهي,شركة هدايا مارية ونهى,تصاميم | جذابه | للمنتجات | وللمناسبات | شركه | هدايا | ماريه | ونهي,8,,,unknown,,,2026-05-06 16:02:19
Mostaqel.com,بناء كتاب رياضيات (وليس تصميم صفحات عشوائية),بناء كتاب رياضيات وليس تصميم صفحات عشواييه ابحث شخص محترف لبناء design system template لكتاب قدرات وليس تصميم صفحات عشوا,بناء كتاب رياضيات وليس تصميم صفحات عشواييه ابحث شخص محترف لبناء design system template لكتاب قدرات وليس تصميم صفحات عشواييه,أبحث عن شخص محترف لبناء Design System + Template لكتاب قدرات (وليس تصميم صفحات عشوائية).,بناء | كتاب | رياضيات | وليس | تصميم | صفحات | عشواييه | ابحث | شخص | محترف | لبناء | design | system | template | لكتاب | قدرات | وليس | تصميم | صفحات | عشواييه,20,,,unknown,,,2026-05-06 15:52:34
Mostaqel.com,تصميم قطعة أرض لبناء منزل,تصميم قطعه ارض لبناء منزل لدي قطعه ارض اريد تصميم منزل,تصميم قطعه ارض لبناء منزل لدي قطعه ارض اريد تصميم منزل,لدى قطعة أرض أريد تصميم منزل,تصميم | قطعه | ارض | لبناء | منزل | لدي | قطعه | ارض | اريد | تصميم | منزل,11,,,unknown,,,2026-05-06 15:40:48
Mostaqel.com,تصميم فيديو إعلاني,تصميم فيديو اعلاني فيديو اعلاني موشن جرافيك لفرقه موسيقيه المده 15 الي 25 -30 ثانيه,تصميم فيديو اعلاني فيديو اعلاني موشن جرافيك لفرقه موسيقيه المده 15 الي 25 -30 ثانيه,فيديو إعلاني موشن جرافيك لفرقة موسيقية المدة من 15 الى 25 -30 ثانية,تصميم | فيديو | اعلاني | فيديو | اعلاني | موشن | جرافيك | لفرقه | موسيقيه | المده | 15 | الي | 25 | -30 | ثانيه,15,,,unknown,,,2026-05-06 15:24:24
Mostaqel.com,نبحث عن Finance & Business Performance Freelancer,finance business performance freelancer شخص قوي الماليه والتحليل يساعدني بناء نظام finance monitoring احترافي لمشروع تجا,finance business performance freelancer شخص قوي الماليه والتحليل يساعدني بناء نظام finance monitoring احترافي لمشروع تجاري.,نحتاج شخص قوي في المالية والتحليل يساعدني في بناء نظام Finance Monitoring احترافي لمشروع تجاري.,finance | business | performance | freelancer | شخص | قوي | الماليه | والتحليل | يساعدني | بناء | نظام | finance | monitoring | احترافي | لمشروع | تجاري.,16,,,unknown,,,2026-05-06 15:10:35
Mostaqel.com,إدارة حملات تسويقية لمشروع وساطة تمويلية,اداره حملات تسويقيه لمشروع وساطه تمويليه السلام عليكم،,اداره حملات تسويقيه لمشروع وساطه تمويليه السلام عليكم،,السلام عليكم،,اداره | حملات | تسويقيه | لمشروع | وساطه | تمويليه | السلام | عليكم،,8,,,unknown,,,2026-05-06 15:07:46
Mostaqel.com,مراجعة اتفاقية الاستشارات الهندسية (مشروع رعاية صحية),مراجعه اتفاقيه الاستشارات الهندسيه رعايه صحيه,مراجعه اتفاقيه الاستشارات الهندسيه رعايه صحيه,:,مراجعه | اتفاقيه | الاستشارات | الهندسيه | رعايه | صحيه,6,,,unknown,,,2026-05-06 15:05:15
Mostaqel.com,كوتش (Coach) لمتابعة ودعم طلاب دورة eBay - بنظام المتابعة الشخصية,كوتش coach لمتابعه ودعم طلاب دوره ebay بنظام المتابعه الشخصيه بصدد اطلاق دوره تدريبيه مسجله مجال التجاره الالكترونيه عبر,كوتش coach لمتابعه ودعم طلاب دوره ebay بنظام المتابعه الشخصيه بصدد اطلاق دوره تدريبيه مسجله مجال التجاره الالكترونيه عبر منصه ebay. الدوره تعتمد علي التعلم الذاتي عبر الفيديوهات، ونبحث كوتش خبير ومتمكن ليكون المرجع الاساسي للطلاب الحاجه للدعم المباشر.,نحن بصدد إطلاق دورة تدريبية مسجلة في مجال التجارة الإلكترونية عبر منصة eBay. الدورة تعتمد على التعلم الذاتي عبر الفيديوهات، ونبحث عن كوتش خبير ومتمكن ليكون المرجع الأساسي للطلاب عند الحاجة للدعم المباشر.,كوتش | coach | لمتابعه | ودعم | طلاب | دوره | ebay | بنظام | المتابعه | الشخصيه | بصدد | اطلاق | دوره | تدريبيه | مسجله | مجال | التجاره | الالكترونيه | عبر | منصه | ebay. | الدوره | تعتمد | علي | التعلم | الذاتي | عبر | الفيديوهات، | ونبحث | كوتش | خبير | ومتمكن | ليكون | المرجع | الاساسي | للطلاب | الحاجه | للدعم | المباشر.,39,,,unknown,,,2026-05-06 14:42:42
Mostaqel.com,تطبيق للموقع الإلكتروني في سلة,تطبيق للموقع الالكتروني سله السلام عليكم ورحمه الله وبركاته,تطبيق للموقع الالكتروني سله السلام عليكم ورحمه الله وبركاته,السلام عليكم ورحمة الله وبركاته,تطبيق | للموقع | الالكتروني | سله | السلام | عليكم | ورحمه | الله | وبركاته,9,,,unknown,,,2026-05-06 14:20:25
Mostaqel.com,فتح بريد إلكتروني أعمال,فتح بريد الكتروني اعمال السلام عليكم,فتح بريد الكتروني اعمال السلام عليكم,السلام عليكم,فتح | بريد | الكتروني | اعمال | السلام | عليكم,6,,,unknown,,,2026-05-06 14:07:13
Mostaqel.com,توثيق عدد 4 صفحات فيسبوك,توثيق عدد صفحات فيسبوك محتاج مستقل يوثق عدد صفحات فيسبوك,توثيق عدد صفحات فيسبوك محتاج مستقل يوثق عدد صفحات فيسبوك,محتاج مستقل يوثق لي عدد 4 صفحات فيسبوك,توثيق | عدد | صفحات | فيسبوك | محتاج | مستقل | يوثق | عدد | صفحات | فيسبوك,10,,,unknown,,,2026-05-06 13:57:18
Mostaqel.com,تسويق لشركة حلول دفع أمريكية,تسويق لشركه حلول دفع امريكيه السلام عليكم ورحمه الله وبركاته,تسويق لشركه حلول دفع امريكيه السلام عليكم ورحمه الله وبركاته,السلام عليكم ورحمه الله وبركاته,تسويق | لشركه | حلول | دفع | امريكيه | السلام | عليكم | ورحمه | الله | وبركاته,10,,,unknown,,,2026-05-06 13:30:36
Mostaqel.com,عمل موقع تعريفي لوكالة خدمات تقنيه وتسويقي رقمي,عمل موقع تعريفي لوكاله خدمات تقنيه وتسويقي رقمي عمل موقع تعريفي بريس لوكاله خدمات مختصه بالماركتنج وال عربي وانجليزي,عمل موقع تعريفي لوكاله خدمات تقنيه وتسويقي رقمي عمل موقع تعريفي بريس لوكاله خدمات مختصه بالماركتنج وال عربي وانجليزي,عمل موقع تعريفي ورد بريس لوكالة خدمات مختصة بالماركتنج والــ IT  عربي وانجليزي,عمل | موقع | تعريفي | لوكاله | خدمات | تقنيه | وتسويقي | رقمي | عمل | موقع | تعريفي | بريس | لوكاله | خدمات | مختصه | بالماركتنج | وال | عربي | وانجليزي,19,,,unknown,,,2026-05-06 13:26:14
Mostaqel.com,تصميم لوجو,تصميم لوجو تصميم لوجو هويه بصريه براند ايدنتتي لوكاله موسيقيه تهتم باكتشاف المواهب مجال الموسيقي,تصميم لوجو تصميم لوجو هويه بصريه براند ايدنتتي لوكاله موسيقيه تهتم باكتشاف المواهب مجال الموسيقي,مطلوب تصميم لوجو - هوية بصرية براند ايدنتتي لوكاله موسيقية تهتم باكتشاف المواهب في مجال الموسيقى,تصميم | لوجو | تصميم | لوجو | هويه | بصريه | براند | ايدنتتي | لوكاله | موسيقيه | تهتم | باكتشاف | المواهب | مجال | الموسيقي,15,,,unknown,,,2026-05-06 13:23:50
Mostaqel.com,مخططات تنفيذية لطابق في فيلا,مخططات تنفيذيه لطابق فيلا لدي طابق بصيغه skp سكتش اب احتاج مخططات تنفيذيه مساقط وواجهات داخليه لكل فراغ علي حدي,مخططات تنفيذيه لطابق فيلا لدي طابق بصيغه skp سكتش اب احتاج مخططات تنفيذيه مساقط وواجهات داخليه لكل فراغ علي حدي,لدي طابق بصيغة skp (سكتش اب ) احتاج لها مخططات تنفيذية مساقط وواجهات داخلية لكل فراغ على حدى .,مخططات | تنفيذيه | لطابق | فيلا | لدي | طابق | بصيغه | skp | سكتش | اب | احتاج | مخططات | تنفيذيه | مساقط | وواجهات | داخليه | لكل | فراغ | علي | حدي,20,,,unknown,,,2026-05-06 13:20:59
Mostaqel.com,إنشاء صفحة في ويكيبيديا,انشاء صفحه ويكيبيديا عمل صفحه تعريفيه لمخرج ومنتج سينمايي,انشاء صفحه ويكيبيديا عمل صفحه تعريفيه لمخرج ومنتج سينمايي,عمل صفحة تعريفية لمخرج ومنتج سينمائي,انشاء | صفحه | ويكيبيديا | عمل | صفحه | تعريفيه | لمخرج | ومنتج | سينمايي,9,,,unknown,,,2026-05-06 12:55:54
Mostaqel.com,صناعة فيديو احترافي شبه حقيقي,صناعه فيديو احترافي حقيقي فيديو تسويقي يتكلم المعاناه وجود موقعي وعند استخدامه حلت مشكلته وارتاح التعقيد الفيديو لابد يك,صناعه فيديو احترافي حقيقي فيديو تسويقي يتكلم المعاناه وجود موقعي وعند استخدامه حلت مشكلته وارتاح التعقيد الفيديو لابد يكون تسويقي فيديو وصوت شرح المشكله وحلها علي ان يكون مصمم لقوقل ادس وتيك توك ايضا بصيغتين لمده ٢٠ ثانيه,فيديو تسويقي يتكلم عن المعاناة قبل وجود موقعي وعند استخدامه حلت مشكلته وارتاح من التعقيد الفيديو لابد يكون تسويقي فيديو وصوت مع شرح المشكلة وحلها على ان يكون مصمم لقوقل ادس وتيك توك ايضا بصيغتين لمدة ٢٠ ثانية,صناعه | فيديو | احترافي | حقيقي | فيديو | تسويقي | يتكلم | المعاناه | وجود | موقعي | وعند | استخدامه | حلت | مشكلته | وارتاح | التعقيد | الفيديو | لابد | يكون | تسويقي | فيديو | وصوت | شرح | المشكله | وحلها | علي | ان | يكون | مصمم | لقوقل | ادس | وتيك | توك | ايضا | بصيغتين | لمده | ٢٠ | ثانيه,38,,,unknown,,,2026-05-06 12:48:41
Mostaqel.com,أتمتة رسائل التذكير على الواتساب,اتمته رسايل التذكير علي الواتساب السلام عليكم،,اتمته رسايل التذكير علي الواتساب السلام عليكم،,السلام عليكم،,اتمته | رسايل | التذكير | علي | الواتساب | السلام | عليكم،,7,,,unknown,,,2026-05-06 12:47:54
Mostaqel.com,ترجمة عرض تقديمي,ترجمه عرض تقديمي عندي عرض تقديمي جاهز بالتصميم وكل شي,ترجمه عرض تقديمي عندي عرض تقديمي جاهز بالتصميم وكل شي,عندي عرض تقديمي جاهز بالتصميم وكل شي,ترجمه | عرض | تقديمي | عندي | عرض | تقديمي | جاهز | بالتصميم | وكل | شي,10,,,unknown,,,2026-05-06 12:45:57
Mostaqel.com,تصميمات تخص تطبيق HR,تصميمات تخص تطبيق hr محتاج اعمل تصميمات تخص تطبيق hr ومحتاج اعمل تصميمات علي لينكيد ان علي الفيس بوك,تصميمات تخص تطبيق hr محتاج اعمل تصميمات تخص تطبيق hr ومحتاج اعمل تصميمات علي لينكيد ان علي الفيس بوك,محتاج اعمل تصميمات تخص تطبيق HR ومحتاج اعمل تصميمات على لينكيد ان و علي الفيس بوك,تصميمات | تخص | تطبيق | hr | محتاج | اعمل | تصميمات | تخص | تطبيق | hr | ومحتاج | اعمل | تصميمات | علي | لينكيد | ان | علي | الفيس | بوك,19,,,unknown,,,2026-05-06 12:42:19
Mostaqel.com,مدربون مستقلون لمشروع تدريبي,مدربون مستقلون لمشروع تدريبي نعمل علي تدريبي متمحور علي العديد المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب,مدربون مستقلون لمشروع تدريبي نعمل علي تدريبي متمحور علي العديد المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب بشكل اسهل.,نعمل على مشروع تدريبي متمحور على العديد من المناهج والمهارات ونريد ان يكون التواصل بيننا وبين المدرب بشكل اسهل.,مدربون | مستقلون | لمشروع | تدريبي | نعمل | علي | تدريبي | متمحور | علي | العديد | المناهج | والمهارات | ونريد | ان | يكون | التواصل | بيننا | وبين | المدرب | بشكل | اسهل.,21,,,unknown,,,2026-05-06 12:39:15
Mostaqel.com,تنضيف بيانات مع عمل لوحة عرض بيانات بسيطة للموظفين,تنضيف بيانات عمل لوحه عرض بيانات بسيطه للموظفين عندي ملف محتاج يتعمل تنضيف وترتيب وعرض شكل لوحه بيانات بسيطه وواضحه,تنضيف بيانات عمل لوحه عرض بيانات بسيطه للموظفين عندي ملف محتاج يتعمل تنضيف وترتيب وعرض شكل لوحه بيانات بسيطه وواضحه,عندي ملف محتاج يتعمل تنضيف وترتيب وعرض في شكل لوحة بيانات بسيطه وواضحه,تنضيف | بيانات | عمل | لوحه | عرض | بيانات | بسيطه | للموظفين | عندي | ملف | محتاج | يتعمل | تنضيف | وترتيب | وعرض | شكل | لوحه | بيانات | بسيطه | وواضحه,20,,,unknown,,,2026-05-06 12:27:31
Mostaqel.com,تصميم وتوزيع إضاءة,تصميم وتوزيع اضاءه عندي شقه غرفتين وصاله,تصميم وتوزيع اضاءه عندي شقه غرفتين وصاله,عندي شقه غرفتين وصاله,تصميم | وتوزيع | اضاءه | عندي | شقه | غرفتين | وصاله,7,,,unknown,,,2026-05-06 12:25:17
Mostaqel.com,تصميم مخطط هندسي 2D وملف 3D CAD لمنتج منظم خشبي للتصنيع,تصميم مخطط هندسي 2d وملف 3d cad لمنتج منظم خشبي للتصنيع مرحبا،,تصميم مخطط هندسي 2d وملف 3d cad لمنتج منظم خشبي للتصنيع مرحبا،,مرحباً،,تصميم | مخطط | هندسي | 2d | وملف | 3d | cad | لمنتج | منظم | خشبي | للتصنيع | مرحبا،,12,,,unknown,,,2026-05-06 12:23:22
Mostaqel.com,تسويق رقمي لمنتجات رقمية,تسويق رقمي لمنتجات رقميه ابحث مسوق رقمي محترف لديه خبره الترويج للمنتجات الرقميه digital products وتحديدا الكتب الالكترو,تسويق رقمي لمنتجات رقميه ابحث مسوق رقمي محترف لديه خبره الترويج للمنتجات الرقميه digital products وتحديدا الكتب الالكترونيه,أبحث عن مسوق رقمي محترف لديه خبرة في الترويج للمنتجات الرقمية (Digital Products)، وتحديداً الكتب الإلكترونية,تسويق | رقمي | لمنتجات | رقميه | ابحث | مسوق | رقمي | محترف | لديه | خبره | الترويج | للمنتجات | الرقميه | digital | products | وتحديدا | الكتب | الالكترونيه,18,,,unknown,,,2026-05-06 11:53:21
